82	2.4e+08	-1.98e+08	4.2e+07	-3.5e+07	2.1e+07	-1.7e+07
83	1.65e+08	-3.936e+09	2.9e+07	-6.88e+08	1.5e+07	-3.37e+08
84	4.419e+09	-1.64e+08	7.72e+08	-2.9e+07	3.79e+08	-1.5e+07
85	2.63e+08	-1.93e+08	4.6e+07	-3.4e+07	2.3e+07	-1.7e+07
86	2.41e+08	-1.97e+08	4.3e+07	-3.5e+07	2.1e+07	-1.7e+07
87	6.24e+08	-1.66e+08	1.1e+08	-4e+07	5.4e+07	-1.5e+07
88	2.48e+08	-2.02e+08	4.4e+07	-3.6e+07	2.2e+07	-1.8e+07
89	8.86e+08	-1.66e+08	1.55e+08	-2.9e+07	7.6e+07	-1.5e+07
90	7.46e+08	-1.65e+08	1.31e+08	-4e+07	6.4e+07	-1.5e+07
91	3.27e+08	-1.7e+08	5.8e+07	-3e+07	2.8e+07	-1.5e+07
92	2.77e+08	-1.84e+08	4.9e+07	-3.3e+07	2.4e+07	-1.6e+07
93	7.53e+08	-1.66e+08	1.32e+08	-4e+07	6.5e+07	-1.5e+07
94	2.46e+08	-1.96e+08	4.3e+07	-3.5e+07	2.1e+07	-1.7e+07
95	1.65e+08	-4.708e+09	2.9e+07	-8.23e+08	1.5e+07	-4.03e+08
96	3.17e+08	-1.7e+08	5.6e+07	-3e+07	2.8e+07	-1.5e+07
97	2.48e+08	-1.97e+08	4.4e+07	-3.5e+07	2.2e+07	-1.7e+07
98	8.85e+08	-1.66e+08	1.55e+08	-3e+07	7.6e+07	-1.5e+07
99	3.313e+09	-1.64e+08	5.79e+08	-2.9e+07	2.85e+08	-1.5e+07
